ID,model,repeat,premise,hypothesis,error,baseline_KB,additive_verbs_KB,all_verbs_KB,context_pos_KB,additive_pos_KB,fixed_reference_column,fixed_reference_KB
1495,openai/gpt-oss-20b,3,A man is playing a guitar,A man is strumming a guitar,,NO_RELATION,NO_RELATION,NO_RELATION,NO_RELATION,NO_RELATION,Lasha_KB,NO_RELATION
1497,openai/gpt-oss-20b,3,A man is strumming a guitar,A man is playing guitar,,"isa_wn(strum, play)","isa_wn(strum, play)","isa_wn(strum, play)","isa_wn(strum, play)","isa_wn(strum, play)",Stefan_KB,"(strum, play)"
1584,openai/gpt-oss-20b,3,A hole is being burrowed by the badger,A badger is shrewdly digging the earth,,NO_RELATION,NO_RELATION,NO_RELATION,NO_RELATION,NO_RELATION,Lasha_KB,"(burrow, dig)"
158827073.jpg#2r1e,openai/gpt-oss-20b,3,Young girl playing with chocolate milk powder.,There is a girl playing with food,,"isa_wn(chocolate milk powder, food)","isa_wn(chocolate milk powder, food)","isa_wn(chocolate milk powder, food)","isa_wn(chocolate milk powder, food)","isa_wn(chocolate milk powder, food)",Lasha_KB,"(chocolate milk powder, food)"
1792,openai/gpt-oss-20b,3,A lion is slowly walking,A lion is slowly moving around,,"isa_wn(walk, move)","isa_wn(walk, move)","isa_wn(walk, move)","isa_wn(walk, move)","isa_wn(walk, move)",Jorryt_KB,"(walk, move)"
1796608106.jpg#4r1e,openai/gpt-oss-20b,3,A woman building herself a sand castle.,a women is making a sand castle,,"isa_wn(build, make)","isa_wn(build, make)","isa_wn(build, make)","isa_wn(build, make)","isa_wn(build, make)",Lasha_KB,"(build, make)"
2021602343.jpg#2r1e,openai/gpt-oss-20b,3,A boy with a basketballs glowers at the camera.,The boy scowls,,"isa_wn(glower, scowl)","isa_wn(glower, scowl)","isa_wn(glower, scowl)","isa_wn(glower, scowl)","isa_wn(glower, scowl)",Lasha_KB,"(glower, scowl)"
207584893.jpg#3r1e,openai/gpt-oss-20b,3,Hang glider on beach,air sport on beach,,"isa_wn(hang glider, air sport)","isa_wn(hang glider, air sport)","isa_wn(hang glider, air sport)","isa_wn(hang glider, air sport)","isa_wn(hang glider, air sport)",Stefan_KB,"(hang glider, air sport)"
2079152458.jpg#0r1e,openai/gpt-oss-20b,3,"A golden-colored dog, with his eyes alert, holds a brightly colored tennis ball in his mouth.",The dog is light colored,,"isa_wn(golden-colored, light colored)","isa_wn(golden-colored, light colored); isa_wn(golden-colored, light color)","isa_wn(golden-colored, light color)","isa_wn(golden-colored, light colored)","isa_wn(golden-colored, light colored)",Stefan_KB,"(golden-colored, light colored)"
2095711097.jpg#1r1e,openai/gpt-oss-20b,3,Construction masons at work laying concrete blocks on a multistory building.,Concrete work is being done on a multistory building,,"isa_wn(lay concrete block, concrete work)","isa_wn(lay concrete block, concrete work)","isa_wn(lay concrete block, concrete work)","isa_wn(lay concrete block, concrete work)","isa_wn(lay concrete block, concrete work)",Stefan_KB,NO_RELATION
2109479807.jpg#0r1e,openai/gpt-oss-20b,3,Four females wearing helments are riding on an ATV.,Four women are driving an all terrain vehicle.,,"isa_wn(female, woman); isa_wn(ATV, all terrain vehicle)","isa_wn(female, woman); isa_wn(ATV, all terrain vehicle)","isa_wn(female, woman); isa_wn(atv, all terrain vehicle)","isa_wn(female, woman); isa_wn(atv, all terrain vehicle)","isa_wn(female, woman); isa_wn(ATV, all terrain vehicle)",Stefan_KB,"(atv, all terrain vehicle); (female, woman)"
211,openai/gpt-oss-20b,3,Two dogs are playing by a tree,Two dogs are playing by a plant,,"isa_wn(tree, plant)","isa_wn(tree, plant)","isa_wn(tree, plant)","isa_wn(tree, plant)","isa_wn(tree, plant)",Stefan_KB,"(tree, plant)"
2137789511.jpg#1r1e,openai/gpt-oss-20b,3,A person rides his bicycle in the sand beside the ocean.,A person is on a beach.,,NO_RELATION,NO_RELATION,NO_RELATION,NO_RELATION,NO_RELATION,Stefan_KB,NO_RELATION
2195887578.jpg#2r1e,openai/gpt-oss-20b,3,"Two men in suits standing in front of a bus, one is wearing a medal.",Two men are standing in front of a large vehicle.,,"isa_wn(bus, large vehicle)","isa_wn(bus, large vehicle)","isa_wn(bus, large vehicle)","isa_wn(bus, large vehicle)","isa_wn(bus, large vehicle)",Lasha_KB,"(bus, large vehicle)"
2201978994.jpg#1r1e,openai/gpt-oss-20b,3,Two kids in winter clothing play near a lakefront.,kids playing near a lake,,NO_RELATION,NO_RELATION,NO_RELATION,NO_RELATION,NO_RELATION,Lasha_KB,NO_RELATION
2208055895.jpg#4r1e,openai/gpt-oss-20b,3,Child inside of large snow fort.,A child within a snowy structure.,,"isa_wn(snow fort, snowy structure); isa_wn(inside, within)","isa_wn(snow fort, snowy structure); isa_wn(inside, within)","isa_wn(snow fort, snowy structure); isa_wn(inside, within)","isa_wn(snow fort, snowy structure); isa_wn(inside, within)","isa_wn(snow fort, snowy structure); isa_wn(inside, within)",Alternative_KB,"(snow fort, snowy structure); (inside, within)"
2217728745.jpg#4r1e,openai/gpt-oss-20b,3,A man in a bar.,A guy in a bar.,,"isa_wn(man, guy)","isa_wn(man, guy)","isa_wn(man, guy)","isa_wn(man, guy)","isa_wn(man, guy)",Stefan_KB,"(man, guy)"
2218743570.jpg#4r1n,openai/gpt-oss-20b,3,A husky and a black cat nuzzling.,A dog and cat are friendly.,,"isa_wn(husky, dog); isa_wn(nuzzling, friendly)","isa_wn(husky, dog); isa_wn(nuzzling, friendly); isa_wn(nuzzle, friendly)","isa_wn(husky, dog); isa_wn(nuzzle, friendly)","isa_wn(husky, dog); isa_wn(nuzzling, friendly)","isa_wn(husky, dog); isa_wn(nuzzling, friendly)",Ettore_KB,"(husky, dog); (nuzzling, friendly)"
2232255534.jpg#0r1e,openai/gpt-oss-20b,3,A young man in jogging slacks is checking information on his mobile devise while listening to something on a crowded commuter rail car.,a man in jogging pants checks his device,,"isa_wn(jogging slacks, jogging pants); isa_wn(mobile device, device); isa_wn(checking information, checks)","isa_wn(jogging slacks, jogging pants); isa_wn(mobile device, device); isa_wn(checking information, checks); isa_wn(jog slack, jog pant); isa_wn(check information, check)","isa_wn(jog slack, jog pant); isa_wn(mobile device, device); isa_wn(check information, check)","isa_wn(jog slack, jog pant); isa_wn(mobile device, device); isa_wn(check information, check)","isa_wn(jogging slacks, jogging pants); isa_wn(mobile device, device); isa_wn(checking information, checks); isa_wn(jog slack, jog pant); isa_wn(check information, check)",Jorryt_KB,"(jogging slack, jogging pant)"
2237364221.jpg#3r1e,openai/gpt-oss-20b,3,A man tries to get himself into shape on a treadmill.,A man exercising.,,"isa_wn(get into shape, exercising)","isa_wn(get into shape, exercising); isa_wn(get into shape, exercise)","isa_wn(get into shape, exercise)","isa_wn(get into shape, exercising)","isa_wn(get into shape, exercising)",Stefan_KB,NO_RELATION
2255375425.jpg#2r1e,openai/gpt-oss-20b,3,A man is sitting in on the side of the street with brass pots.,A man is sitting.,,NO_RELATION,NO_RELATION,NO_RELATION,NO_RELATION,NO_RELATION,Stefan_KB,NO_RELATION
2275372714.jpg#3r1e,openai/gpt-oss-20b,3,The kids watched as the soda bottle launched into the air.,There is a soda bottle flying.,,"isa_wn(launch, fly)","isa_wn(launch, fly)","isa_wn(launch, fly)","isa_wn(launch, fly)","isa_wn(launch, fly)",Ettore_KB,"(launch, fly)"
2276230068.jpg#4r1e,openai/gpt-oss-20b,3,A baby with star shades on.,A baby wearing glasses.,,"isa_wn(star shades, glasses)","isa_wn(star shades, glasses); isa_wn(star shade, glass)","isa_wn(star shade, glass)","isa_wn(star shade, glass)","isa_wn(star shades, glasses); isa_wn(star shade, glass)",Lasha_KB,"(star shades, glasses)"
2279906281.jpg#1r1e,openai/gpt-oss-20b,3,A shirtless man is being filmed in the middle of a soccer field.,A topless male is being recorded on a sports field.,,"isa_wn(shirtless, topless); isa_wn(man, male); isa_wn(film, record); isa_wn(soccer field, sports field)","isa_wn(shirtless, topless); isa_wn(man, male); isa_wn(film, record); isa_wn(soccer field, sports field); isa_wn(soccer field, sport field)","isa_wn(shirtless, topless); isa_wn(man, male); isa_wn(film, record); isa_wn(soccer field, sport field)","isa_wn(shirtless, topless); isa_wn(man, male); isa_wn(film, record); isa_wn(soccer field, sport field)","isa_wn(shirtless, topless); isa_wn(man, male); isa_wn(film, record); isa_wn(soccer field, sports field); isa_wn(soccer field, sport field)",Stefan_KB,"(film, record); (man, male); (shirtless, topless); (soccer field, sports field)"
2281,openai/gpt-oss-20b,3,A dog is opening a can of food,A dog is biting a can,,NO_RELATION,NO_RELATION,NO_RELATION,NO_RELATION,NO_RELATION,Stefan_KB,NO_RELATION
228280436.jpg#1r1e,openai/gpt-oss-20b,3,A group of people are buying fruits and vegetables from a stand located in a street market.,The stand selling produce is in a street market.,,"isa_wn(fruits and vegetables, produce)","isa_wn(fruits and vegetables, produce); isa_wn(fruit and vegetables, produce)","isa_wn(fruit and vegetables, produce)","isa_wn(fruit and vegetable, produce)","isa_wn(fruits and vegetables, produce); isa_wn(fruit and vegetable, produce)",Stefan_KB,"(fruits and vegetables, produce)"
23012662.jpg#4r1e,openai/gpt-oss-20b,3,Blond tennis player pauses to view the crowd.,A tennis player is looking at the crowd.,,"isa_wn(view, look)","isa_wn(view, look)","isa_wn(view, look)","isa_wn(view, look)","isa_wn(view, look)",Stefan_KB,"(view, look)"
2343145630.jpg#0r4e,openai/gpt-oss-20b,3,"A black singer with short, spiked hair plays guitar and sings, while a bassist plays behind him.",A person with pointy hair is singing while another person playing an instrument is in back of him.,,"isa_wn(black singer, person); isa_wn(spiked hair, pointy hair); isa_wn(bassist, person playing instrument)","isa_wn(black singer, person); isa_wn(spiked hair, pointy hair); isa_wn(bassist, person playing instrument); isa_wn(spike hair, pointy hair); isa_wn(bassist, person play instrument)","isa_wn(black singer, person); isa_wn(spike hair, pointy hair); isa_wn(bassist, person play instrument)","isa_wn(black singer, person); isa_wn(spiked hair, pointy hair); isa_wn(bassist, person playing instrument)","isa_wn(black singer, person); isa_wn(spiked hair, pointy hair); isa_wn(bassist, person playing instrument)",Jorryt_KB,"(bassist, person); (spiked, pointy)"
2367387854.jpg#1r1e,openai/gpt-oss-20b,3,"A woman with dark hair wearing a dark shirt, jeans, and glasses is talking into a microphone.",A woman is speaking into a device.,,"isa_wn(talk, speak); isa_wn(microphone, device)","isa_wn(talk, speak); isa_wn(microphone, device)","isa_wn(talk, speak); isa_wn(microphone, device)","isa_wn(talk, speak); isa_wn(microphone, device)","isa_wn(talk, speak); isa_wn(microphone, device)",Stefan_KB,"(microphone, device); (talk, speak)"
237424188.jpg#0r1e,openai/gpt-oss-20b,3,"A girl wearing a red shirt and jeans is sitting in a rocking chair at a cluttered desk, while another girl wearing a black t-shirt and jogging pants is sitting on the floor writing on a piece of paper with other papers arranged around her.",two girls in a room,,NO_RELATION,NO_RELATION,NO_RELATION,NO_RELATION,NO_RELATION,Stefan_KB,NO_RELATION
2384728877.jpg#0r1e,openai/gpt-oss-20b,3,The woman is holding the hand of the little girl in the red dress with the polka-dotted skirt.,A little girl wearing a red dress holds a woman's hand.,,NO_RELATION,NO_RELATION,NO_RELATION,NO_RELATION,NO_RELATION,Stefan_KB,NO_RELATION
2393059551.jpg#1r1e,openai/gpt-oss-20b,3,Two people work construction on the inside of a house.,Two people work inside.,,"isa_wn(work construction, work)","isa_wn(work construction, work)","isa_wn(work construction, work)","isa_wn(work construction, work)","isa_wn(work construction, work)",Stefan_KB,NO_RELATION
2405,openai/gpt-oss-20b,3,The lady is slicing a tomato,Someone is cutting a tomato,,"isa_wn(slice, cut); isa_wn(lady, someone)","isa_wn(slice, cut); isa_wn(lady, someone)","isa_wn(slice, cut); isa_wn(lady, someone)","isa_wn(slice, cut); isa_wn(lady, someone)","isa_wn(slice, cut); isa_wn(lady, someone)",Stefan_KB,"(lady, someone); (slice, cut)"
241345721.jpg#4r1e,openai/gpt-oss-20b,3,Men playing football.,Some men are playing a game.,,"isa_wn(football, game)","isa_wn(football, game)","isa_wn(football, game)","isa_wn(football, game)","isa_wn(football, game)",Lasha_KB,"(football, game)"
241346508.jpg#0r1e,openai/gpt-oss-20b,3,"Three Oklahoma Sooners playing football against another team, one of the sooners with the ball in their possession.",College football players are playing a football game.,,"isa_wn(sooner, college football player); isa_wn(football, football game)","isa_wn(sooner, college football player); isa_wn(football, football game)","isa_wn(sooner, college football player); isa_wn(football, football game)","isa_wn(sooner, college football player); isa_wn(football, football game)","isa_wn(sooner, college football player); isa_wn(football, football game)",Lasha_KB,"(football, football game); (oklahoma sooners, college football player)"
2421824693.jpg#3r1e,openai/gpt-oss-20b,3,A man is standing on a rooftop looking at his camera.,A man is on the roof with a camera.,,NO_RELATION,NO_RELATION,NO_RELATION,NO_RELATION,NO_RELATION,Stefan_KB,"(rooftop, roof)"
2518094853.jpg#3r1e,openai/gpt-oss-20b,3,A brown dog runs through a field.,A brown dog running outside.,,"isa_wn(field, outside)","isa_wn(field, outside)","isa_wn(field, outside)","isa_wn(field, outside)","isa_wn(field, outside)",Stefan_KB,"(field, outside)"
2521878609.jpg#4r1e,openai/gpt-oss-20b,3,kid eating pasta,The kid is human.,,"isa_wn(kid, human)","isa_wn(kid, human)","isa_wn(kid, human)","isa_wn(kid, human)","isa_wn(kid, human)",Lasha_KB,NO_RELATION
2529017800.jpg#1r1e,openai/gpt-oss-20b,3,"3 people, one man playing a guitar while sitting on the floor and two people playing a game on a sofa.",Several people are gathered inside.,,NO_RELATION,NO_RELATION,NO_RELATION,NO_RELATION,NO_RELATION,Ettore_KB,NO_RELATION
2533414541.jpg#3r1e,openai/gpt-oss-20b,3,A white and blue car is on the street.,A vehicle is on the street.,,"isa_wn(car, vehicle)","isa_wn(car, vehicle)","isa_wn(car, vehicle)","isa_wn(car, vehicle)","isa_wn(car, vehicle)",Lasha_KB,"(car, vehicle)"
2543017787.jpg#4r1e,openai/gpt-oss-20b,3,A child rides a swing.,A kid is playing,,"isa_wn(child, kid); isa_wn(ride, play)","isa_wn(child, kid); isa_wn(ride, play)","isa_wn(child, kid); isa_wn(ride, play)","isa_wn(child, kid); isa_wn(ride, play)","isa_wn(child, kid); isa_wn(ride, play)",Stefan_KB,"(child, kid)"
255091927.jpg#4r1e,openai/gpt-oss-20b,3,People laying in massage chairs,People relaxing in charis.,,NO_RELATION,NO_RELATION,NO_RELATION,NO_RELATION,NO_RELATION,Jorryt_KB,NO_RELATION
2557,openai/gpt-oss-20b,3,Someone is strumming the guitar,Someone is playing the guitar,,"isa_wn(strum, play)","isa_wn(strum, play)","isa_wn(strum, play)","isa_wn(strum, play)","isa_wn(strum, play)",Lasha_KB,"(strum, play)"
2565685680.jpg#0r1e,openai/gpt-oss-20b,3,An animal with black fur splashing about in relatively deep water.,The dark animal is playing in the water.,,NO_RELATION,NO_RELATION,NO_RELATION,NO_RELATION,NO_RELATION,Stefan_KB,"(black, dark); (splash about, play)"
2573969957.jpg#1r1e,openai/gpt-oss-20b,3,Two men in uniform hold up sign with young children.,Two men are holding up something with young kids.,,"isa_wn(sign, something); isa_wn(children, kids)","isa_wn(sign, something); isa_wn(children, kids); isa_wn(children, kid)","isa_wn(sign, something); isa_wn(children, kid)","isa_wn(sign, something); isa_wn(child, kid)","isa_wn(sign, something); isa_wn(children, kids); isa_wn(child, kid)",Lasha_KB,"(child, kid); (sign, something)"
2602415701.jpg#0r1e,openai/gpt-oss-20b,3,Five young boys in swim trunks jump into a swimming pool at the same time.,Kids leaping into a swimming pool,,"isa_wn(young boy, kid); isa_wn(jump, leaping)","isa_wn(young boy, kid); isa_wn(jump, leaping); isa_wn(jump, leap)","isa_wn(young boy, kid); isa_wn(jump, leap)","isa_wn(young boy, kid); isa_wn(jump, leap)","isa_wn(young boy, kid); isa_wn(jump, leaping); isa_wn(jump, leap)",Lasha_KB,"(jump, leap); (young boy, kid)"
261626276.jpg#0r1e,openai/gpt-oss-20b,3,A young man with blond dreadlocks sits on a wall reading a newspaper as a woman and a young girl pass by.,A young male is looking at a newspaper while 2 females walks past him.,,"isa_wn(young man, young male); isa_wn(reading, looking); isa_wn(pass, walk); isa_wn(woman, female); isa_wn(young girl, female)","isa_wn(young man, young male); isa_wn(reading, looking); isa_wn(pass, walk); isa_wn(woman, female); isa_wn(young girl, female); isa_wn(read, look)","isa_wn(young man, young male); isa_wn(read, look); isa_wn(pass, walk); isa_wn(woman, female); isa_wn(young girl, female)","isa_wn(young man, young male); isa_wn(read, look); isa_wn(pas, walk); isa_wn(woman, female); isa_wn(young girl, female)","isa_wn(young man, young male); isa_wn(reading, looking); isa_wn(pass, walk); isa_wn(woman, female); isa_wn(young girl, female); isa_wn(read, look); isa_wn(pas, walk)",Stefan_KB,"(girl, female); (man, male); (read, look at); (walk past, pass by); (woman, female)"
2618866067.jpg#4r1e,openai/gpt-oss-20b,3,A gray dog is yawning.,A dog is tired.,,NO_RELATION,NO_RELATION,NO_RELATION,NO_RELATION,NO_RELATION,Stefan_KB,NO_RELATION
2647049174.jpg#4r1e,openai/gpt-oss-20b,3,A toddler eats dirt.,A baby is eating dirt.,,NO_RELATION,NO_RELATION,NO_RELATION,NO_RELATION,NO_RELATION,Lasha_KB,"(toddler, baby)"
2665904080.jpg#1r1e,openai/gpt-oss-20b,3,A young puppy suckles from his mother.,A young puppy lays at it's mothers stomach.,,NO_RELATION,NO_RELATION,NO_RELATION,NO_RELATION,NO_RELATION,Stefan_KB,NO_RELATION
2671880562.jpg#3r1e,openai/gpt-oss-20b,3,A man in a staff shirt break-dancing.,A man is moving around.,,"isa_wn(break-dancing, moving around)","isa_wn(break-dancing, moving around); isa_wn(break-dance, move around)","isa_wn(break-dance, move around)","isa_wn(break-dancing, move around)","isa_wn(break-dancing, moving around); isa_wn(break-dancing, move around)",Lasha_KB,"(break-dance, move around)"
2680990587.jpg#3r1e,openai/gpt-oss-20b,3,One boy is pushing another boy on a swing.,One human pushing another.,,"isa_wn(boy, human)","isa_wn(boy, human)","isa_wn(boy, human)","isa_wn(boy, human)","isa_wn(boy, human)",Stefan_KB,"(boy, human)"
2709648336.jpg#0r1e,openai/gpt-oss-20b,3,A large brown and black dog jumps in the air holding a white Frisbee in its mouth.,An animal moving vertically and gripping a toy with its teeth.,,"isa_wn(dog, animal); isa_wn(frisbee, toy); isa_wn(jump, move vertically)","isa_wn(dog, animal); isa_wn(frisbee, toy); isa_wn(jump, move vertically)","isa_wn(dog, animal); isa_wn(frisbee, toy); isa_wn(jump, move vertically)","isa_wn(dog, animal); isa_wn(frisbee, toy); isa_wn(jump, move vertically)","isa_wn(dog, animal); isa_wn(frisbee, toy); isa_wn(jump, move vertically)",Stefan_KB,"(dog, animal); (frisbee, toy); (hold, grip); (jump, move vertically)"
2714703706.jpg#0r1e,openai/gpt-oss-20b,3,The brown dog has a hold of the other dogs cheek with its teeth.,The dog grabbed the other dog with his teeth.,,NO_RELATION,NO_RELATION,NO_RELATION,NO_RELATION,NO_RELATION,Lasha_KB,NO_RELATION
2723024306.jpg#3r1e,openai/gpt-oss-20b,3,Man builds detailed sand castle on the beach.,An adult is working with sand.,,"isa_wn(man, adult); isa_wn(builds, working)","isa_wn(man, adult); isa_wn(builds, working); isa_wn(build, work)","isa_wn(man, adult); isa_wn(build, work)","isa_wn(man, adult); isa_wn(build, work)","isa_wn(man, adult); isa_wn(builds, working); isa_wn(build, work)",Stefan_KB,"(man, adult)"
2726887594.jpg#4r1e,openai/gpt-oss-20b,3,A man in a blue polo raises his wineglass to toast.,A man holds a wineglass.,,NO_RELATION,NO_RELATION,NO_RELATION,NO_RELATION,NO_RELATION,Stefan_KB,NO_RELATION
273699639.jpg#4r1e,openai/gpt-oss-20b,3,A woman sitting with two men hugging.,A group of people are sitting together.,,NO_RELATION,NO_RELATION,NO_RELATION,NO_RELATION,NO_RELATION,Lasha_KB,NO_RELATION
2741990005.jpg#4r1e,openai/gpt-oss-20b,3,A man vaults over a high bar.,A man jumps.,,"isa_wn(vault, jump)","isa_wn(vault, jump)","isa_wn(vault, jump)","isa_wn(vault, jump)","isa_wn(vault, jump)",Stefan_KB,"(vault, jump)"
2744856447.jpg#3r1e,openai/gpt-oss-20b,3,An Asian young man is drinking out of a metal cup.,The young man is drinking a liquid.,,"isa_wn(drink, liquid)","isa_wn(drink, liquid)","isa_wn(drink, liquid)","isa_wn(drink, liquid)","isa_wn(drink, liquid)",Stefan_KB,NO_RELATION
2760560588.jpg#3r1e,openai/gpt-oss-20b,3,A person in a blue plaid shirt is writing on a chalkboard.,The person is writing on the chalk board.,,NO_RELATION,NO_RELATION,NO_RELATION,NO_RELATION,NO_RELATION,Stefan_KB,"(chalkboard, chalk board)"
2795,openai/gpt-oss-20b,3,A small guinea pig is gnawing and eating a piece of carrot on the floor,A guinea pig is devouring a carrot,,NO_RELATION,NO_RELATION,NO_RELATION,NO_RELATION,NO_RELATION,Stefan_KB,"(eat, devour)"
2802158972.jpg#1r1e,openai/gpt-oss-20b,3,"Eight men play instruments on stage, with a guitarist highlighted in lights.",people play music,,"isa_wn(man, person); isa_wn(play instrument, play music)","isa_wn(man, person); isa_wn(play instrument, play music)","isa_wn(man, person); isa_wn(play instrument, play music)","isa_wn(man, person); isa_wn(play instrument, play music)","isa_wn(man, person); isa_wn(play instrument, play music)",Alternative_KB,"(instrument, music); (man, person)"
2809,openai/gpt-oss-20b,3,A cartoon airplane is landing,An animated airplane is landing,,"isa_wn(cartoon airplane, animated airplane)","isa_wn(cartoon airplane, animated airplane); isa_wn(cartoon airplane, animate airplane)","isa_wn(cartoon airplane, animate airplane)","isa_wn(cartoon airplane, animated airplane)","isa_wn(cartoon airplane, animated airplane)",Stefan_KB,"(cartoon, animated)"
281271503.jpg#4r1e,openai/gpt-oss-20b,3,A man in a bright yellow shirt juggles while riding a unicycle.,Man performs a juggling act on a unicycle.,,"isa_wn(juggle, perform juggling act)","isa_wn(juggle, perform juggling act); isa_wn(juggle, perform juggle act)","isa_wn(juggle, perform juggle act)","isa_wn(juggle, perform juggling act)","isa_wn(juggle, perform juggling act)",Stefan_KB,NO_RELATION
2829,openai/gpt-oss-20b,3,The lady is penciling on eyeshadow,The woman is penciling on eyeshadow,,"isa_wn(lady, woman)","isa_wn(lady, woman)","isa_wn(lady, woman)","isa_wn(lady, woman)","isa_wn(lady, woman)",Stefan_KB,"(lady, woman)"
2843629756.jpg#0r1e,openai/gpt-oss-20b,3,A man wearing shorts and a blue t-shirt is applying signage to the display window of an ice cream shop.,A man is putting a sign in the window.,,"isa_wn(applying signage, putting a sign); isa_wn(display window, window)","isa_wn(applying signage, putting a sign); isa_wn(display window, window); isa_wn(apply signage, put a sign)","isa_wn(apply signage, put a sign); isa_wn(display window, window)","isa_wn(apply signage, put a sign); isa_wn(display window, window)","isa_wn(applying signage, putting a sign); isa_wn(display window, window); isa_wn(apply signage, put a sign)",Jorryt_KB,"(signage, sign)"
2853682342.jpg#1r1e,openai/gpt-oss-20b,3,"A man in a blue shirt, jumping down a hill in a park.",a man is wearing blue,,"isa_wn(blue shirt, blue)","isa_wn(blue shirt, blue)","isa_wn(blue shirt, blue)","isa_wn(blue shirt, blue)","isa_wn(blue shirt, blue)",Lasha_KB,NO_RELATION
2864340145.jpg#2r1e,openai/gpt-oss-20b,3,A black dog walking through water.,The water has a black dog walking through it.,,NO_RELATION,NO_RELATION,NO_RELATION,NO_RELATION,NO_RELATION,Stefan_KB,NO_RELATION
288406480.jpg#0r1e,openai/gpt-oss-20b,3,A baby wearing yellow is pretending to be a doctor while inside a stroller.,A baby is role playing as a professional,,"isa_wn(pretend to be, role play); isa_wn(doctor, professional)","isa_wn(pretend to be, role play); isa_wn(doctor, professional)","isa_wn(pretend to be, role play); isa_wn(doctor, professional)","isa_wn(pretend to be, role play); isa_wn(doctor, professional)","isa_wn(pretend to be, role play); isa_wn(doctor, professional)",Stefan_KB,"(doctor, professional); (pretend, role play)"
2898,openai/gpt-oss-20b,3,The man is lifting barbells,The man is lifting weights,,"isa_wn(barbell, weight)","isa_wn(barbell, weight)","isa_wn(barbell, weight)","isa_wn(barbell, weight)","isa_wn(barbell, weight)",Lasha_KB,"(barbell, weight)"
2971285079.jpg#2r1e,openai/gpt-oss-20b,3,A girl wearing makeup playing a bass.,A girl is musical.,,"isa_wn(bass, musical instrument); isa_wn(musical instrument, musical)","isa_wn(bass, musical instrument); isa_wn(musical instrument, musical)","isa_wn(bass, musical instrument); isa_wn(musical instrument, musical)","isa_wn(bass, musical instrument); isa_wn(musical instrument, musical)","isa_wn(bass, musical instrument); isa_wn(musical instrument, musical)",Lasha_KB,NO_RELATION
303607405.jpg#4r3e,openai/gpt-oss-20b,3,a dog shakes dry.,A dog is wet.,,"isa_wn(shake dry, wet)","isa_wn(shake dry, wet)","isa_wn(shake dry, wet)","isa_wn(shake dry, wet)","isa_wn(shake dry, wet)",Stefan_KB,NO_RELATION
3036894037.jpg#1r1e,openai/gpt-oss-20b,3,Two commandos with gun by a staircase and an old man holding a hat is sitting on the stairs.,Two soldiers carry weapons.,,"isa_wn(commando, soldier); isa_wn(gun, weapon)","isa_wn(commando, soldier); isa_wn(gun, weapon)","isa_wn(commando, soldier); isa_wn(gun, weapon)","isa_wn(commando, soldier); isa_wn(gun, weapon)","isa_wn(commando, soldier); isa_wn(gun, weapon)",Lasha_KB,"(commando, soldier); (gun, weapon)"
3040999637.jpg#4r1e,openai/gpt-oss-20b,3,A man uses stereo equipment.,A man is using some audio equipment.,,"isa_wn(stereo equipment, audio equipment)","isa_wn(stereo equipment, audio equipment)","isa_wn(stereo equipment, audio equipment)","isa_wn(stereo equipment, audio equipment)","isa_wn(stereo equipment, audio equipment)",Stefan_KB,"(stereo equipment, audio equipment)"
3046190891.jpg#2r1e,openai/gpt-oss-20b,3,A surfer is performing a jumping stunt in the ocean.,A person in the water.,,"isa_wn(surfer, person); isa_wn(ocean, water)","isa_wn(surfer, person); isa_wn(ocean, water)","isa_wn(surfer, person); isa_wn(ocean, water)","isa_wn(surfer, person); isa_wn(ocean, water)","isa_wn(surfer, person); isa_wn(ocean, water)",Stefan_KB,"(ocean, water); (surfer, person)"
3047788420.jpg#0r1e,openai/gpt-oss-20b,3,A lady sitting on a bench that is against a building and under a poster of a man in a uniform waving.,A person sitting,,"isa_wn(lady, person)","isa_wn(lady, person)","isa_wn(lady, person)","isa_wn(lady, person)","isa_wn(lady, person)",Lasha_KB,"(lady, person)"
3054989420.jpg#0r1e,openai/gpt-oss-20b,3,Two children throw dead leaves into the air around them.,The children are outside.,,NO_RELATION,NO_RELATION,NO_RELATION,NO_RELATION,NO_RELATION,Stefan_KB,NO_RELATION
3064443326.jpg#2r1e,openai/gpt-oss-20b,3,Riot police are standing in the background while a young man with a red scarf covering his face is walking.,there are police,,"isa_wn(riot police, police)","isa_wn(riot police, police)","isa_wn(riot police, police)","isa_wn(riot police, police)","isa_wn(riot police, police)",Lasha_KB,NO_RELATION
3072611047.jpg#1r1e,openai/gpt-oss-20b,3,Two children are diving side by side into a river.,Two humans are about to enter a river.,,NO_RELATION,NO_RELATION,NO_RELATION,NO_RELATION,NO_RELATION,Stefan_KB,"(child, human)"
3091403322.jpg#2r1e,openai/gpt-oss-20b,3,A man wearing a white shirt is playing the drums.,A man is playing a musical instrument.,,"isa_wn(drum, musical instrument)","isa_wn(drum, musical instrument)","isa_wn(drum, musical instrument)","isa_wn(drum, musical instrument)","isa_wn(drum, musical instrument)",Stefan_KB,"(drum, musical instrument)"
3091921457.jpg#2r1e,openai/gpt-oss-20b,3,Several children are standing in a house looking out the window.,kids stare out the window,,NO_RELATION,NO_RELATION,NO_RELATION,NO_RELATION,NO_RELATION,Lasha_KB,"(child, kid); (look out, stare out)"
